"","month","EVENT_TYPE","STATE","CROPDMG","PROPDMG","FATALITIES","INJURIES","DMG","health_impact"
"1230",2,"WINTER STORM","KS",0,90000,3,17,90000,20
"1231",2,"WINTER STORM","KY",0,1010000,0,0,1010000,0
"1232",2,"WINTER STORM","MA",0,1339000,0,0,1339000,0
"1233",2,"WINTER STORM","MD",0,6670000,1,10,6670000,11
"1234",2,"WINTER STORM","MN",0,20000,0,0,20000,0
"1235",2,"WINTER STORM","MO",0,2004000,0,0,2004000,0
"1236",2,"WINTER STORM","MS",0,522000,0,0,522000,0
"1237",2,"WINTER STORM","MT",0,5050000,0,0,5050000,0
"1238",2,"WINTER STORM","NC",0,22617000,9,165,22617000,174
"1239",2,"WINTER STORM","NE",0,492000,1,8,492000,9
"1240",2,"WINTER STORM","NH",0,10000,0,0,10000,0
"1241",2,"WINTER STORM","NJ",0,12225000,1,2,12225000,3
"1242",2,"WINTER STORM","NV",0,250000,0,0,250000,0
"1243",2,"WINTER STORM","NY",0,1246000,1,0,1246000,1
"1244",2,"WINTER STORM","OH",0,13145000,0,0,13145000,0
"1245",2,"WINTER STORM","OK",0,20000,0,0,20000,0
"1246",2,"WINTER STORM","PA",0,19995000,4,1,19995000,5
"1247",2,"WINTER STORM","RI",0,70000,0,0,70000,0
"1248",2,"WINTER STORM","SD",0,17500,0,0,17500,0
"1249",2,"WINTER STORM","TN",0,40000,0,1,40000,1
"1250",2,"WINTER STORM","TX",50000,16883000,0,5,16933000,5
"1251",2,"WINTER STORM","UT",2e+05,920000,0,42,1120000,42
"1252",2,"WINTER STORM","VA",0,9218000,1,0,9218000,1
"1253",2,"WINTER STORM","VT",0,2086000,1,0,2086000,1
"1254",2,"WINTER STORM","WA",0,0,1,1,0,2
"1255",2,"WINTER STORM","WI",0,11000,0,0,11000,0
"1256",2,"WINTER STORM","WV",0,15039000,0,5,15039000,5
"1257",2,"WINTER STORM","WY",0,230000,0,28,230000,28
"1258",2,"WINTER WEATHER","AK",0,80000,1,1,80000,2
"1259",2,"WINTER WEATHER","AL",0,10000,0,0,10000,0
"1260",2,"WINTER WEATHER","AR",0,0,1,0,0,1
"1261",2,"WINTER WEATHER","CT",0,123000,1,0,123000,1
"1262",2,"WINTER WEATHER","DC",0,0,2,0,0,2
"1263",2,"WINTER WEATHER","IA",0,277000,0,0,277000,0
"1264",2,"WINTER WEATHER","IL",0,14000,0,0,14000,0
"1265",2,"WINTER WEATHER","IN",0,0,1,4,0,5
"1266",2,"WINTER WEATHER","KS",0,117000,0,0,117000,0
"1267",2,"WINTER WEATHER","LA",0,20000,0,0,20000,0
"1268",2,"WINTER WEATHER","MA",0,1e+05,0,0,1e+05,0
"1269",2,"WINTER WEATHER","MN",0,34000,1,6,34000,7
"1270",2,"WINTER WEATHER","MO",0,5000,0,0,5000,0
"1271",2,"WINTER WEATHER","MT",0,0,3,1,0,4
"1272",2,"WINTER WEATHER","NC",0,1000,0,0,1000,0
"1273",2,"WINTER WEATHER","NE",0,250000,0,0,250000,0
"1274",2,"WINTER WEATHER","NY",0,754000,0,0,754000,0
"1275",2,"WINTER WEATHER","OH",0,250000,0,0,250000,0
"1276",2,"WINTER WEATHER","OK",0,210000,0,0,210000,0
"1277",2,"WINTER WEATHER","PA",0,1e+05,0,0,1e+05,0
"1278",2,"WINTER WEATHER","SC",0,0,4,0,0,4
"1279",2,"WINTER WEATHER","TX",0,230200,2,5,230200,7
"1280",2,"WINTER WEATHER","VA",0,0,2,1,0,3
"1281",2,"WINTER WEATHER","VT",0,489000,1,0,489000,1
"1282",2,"WINTER WEATHER","WA",0,1e+05,0,3,1e+05,3
"1283",2,"WINTER WEATHER","WI",0,8000,0,2,8000,2
"1284",3,"AVALANCHE","AK",0,57000,8,2,57000,10
"1285",3,"AVALANCHE","CA",0,85000,1,0,85000,1
"1286",3,"AVALANCHE","CO",0,83500,18,9,83500,27
"1287",3,"AVALANCHE","ID",0,0,5,0,0,5
"1288",3,"AVALANCHE","NH",0,0,2,0,0,2
"1289",3,"AVALANCHE","OR",0,0,1,2,0,3
"1290",3,"AVALANCHE","UT",0,70000,6,13,70000,19
"1291",3,"AVALANCHE","WA",0,0,4,1,0,5
"1292",3,"AVALANCHE","WY",0,0,1,3,0,4
"1293",3,"BLIZZARD","CO",0,6.2e+07,0,2,6.2e+07,2
"1294",3,"BLIZZARD","DC",0,50000,0,2,50000,2
"1295",3,"BLIZZARD","GA",1.05e+08,55500000,14,402,160500000,416
"1296",3,"BLIZZARD","IA",0,305000,1,3,305000,4
"1297",3,"BLIZZARD","KS",0,720000,1,9,720000,10
"1298",3,"BLIZZARD","KY",0,0,1,0,0,1
"1299",3,"BLIZZARD","MD",0,550000,0,0,550000,0
"1300",3,"BLIZZARD","MN",0,190000,2,6,190000,8
"1301",3,"BLIZZARD","MT",0,1500000,0,0,1500000,0
"1302",3,"BLIZZARD","ND",0,15000,0,0,15000,0
"1303",3,"BLIZZARD","NE",0,20000,0,0,20000,0
"1304",3,"BLIZZARD","NY",0,62500000,7,4,62500000,11
"1305",3,"BLIZZARD","OH",0,5e+06,0,8,5e+06,8
"1306",3,"BLIZZARD","OK",0,1980000,0,0,1980000,0
"1307",3,"BLIZZARD","PA",0,5e+06,4,0,5e+06,4
"1308",3,"BLIZZARD","SD",0,16425000,1,10,16425000,11
"1309",3,"BLIZZARD","VA",0,5e+06,0,0,5e+06,0
"1310",3,"BLIZZARD","VT",0,5e+05,0,0,5e+05,0
"1311",3,"BLIZZARD","WV",0,555000,3,0,555000,3
"1312",3,"BLIZZARD","WY",0,9e+05,0,0,9e+05,0
"1313",3,"COASTAL FLOOD","AL",0,20000,0,0,20000,0
"1314",3,"COASTAL FLOOD","CT",0,0,1,0,0,1
"1315",3,"COASTAL FLOOD","DE",0,50000,0,0,50000,0
"1316",3,"COASTAL FLOOD","FL",0,181000,0,0,181000,0
"1317",3,"COASTAL FLOOD","MA",0,15025000,0,0,15025000,0
"1318",3,"COASTAL FLOOD","MD",0,5000,0,0,5000,0
"1319",3,"COASTAL FLOOD","ME",0,8000,0,0,8000,0
"1320",3,"COASTAL FLOOD","NH",0,9000,0,0,9000,0
"1321",3,"COASTAL FLOOD","NJ",0,3e+06,0,0,3e+06,0
"1322",3,"COASTAL FLOOD","NY",0,0,1,0,0,1
"1323",3,"COASTAL FLOOD","PR",0,220000,1,0,220000,1
"1324",3,"COASTAL FLOOD","VA",0,50000,0,0,50000,0
"1325",3,"COLD/WIND CHILL","AL",5.2e+07,0,1,0,5.2e+07,1
"1326",3,"COLD/WIND CHILL","AR",0,0,1,0,0,1
"1327",3,"COLD/WIND CHILL","CA",0,0,1,0,0,1
"1328",3,"COLD/WIND CHILL","DC",0,0,1,0,0,1
"1329",3,"COLD/WIND CHILL","IL",0,0,3,0,0,3
"1330",3,"COLD/WIND CHILL","LA",0,7200000,0,0,7200000,0
"1331",3,"COLD/WIND CHILL","MD",17500,0,1,0,17500,1
"1332",3,"COLD/WIND CHILL","MI",0,0,2,0,0,2
"1333",3,"COLD/WIND CHILL","NC",554000,0,10,1,554000,11
"1334",3,"COLD/WIND CHILL","SC",2e+07,0,2,0,2e+07,2
"1335",3,"COLD/WIND CHILL","SD",0,0,1,0,0,1
"1336",3,"COLD/WIND CHILL","TX",0,0,2,0,0,2
"1337",3,"COLD/WIND CHILL","VA",250000,0,1,0,250000,1
"1338",3,"COLD/WIND CHILL","WI",0,0,1,0,0,1
"1339",3,"COLD/WIND CHILL","WV",20000,0,0,0,20000,0
"1340",3,"DEBRIS FLOW","AL",0,1e+05,0,0,1e+05,0
"1341",3,"DEBRIS FLOW","CA",0,8054000,0,0,8054000,0
"1342",3,"DEBRIS FLOW","CO",0,1e+06,0,0,1e+06,0
"1343",3,"DEBRIS FLOW","PR",0,27000,0,0,27000,0
"1344",3,"DEBRIS FLOW","VA",0,150000,0,0,150000,0
"1345",3,"DEBRIS FLOW","WA",0,610000,0,0,610000,0
"1346",3,"DEBRIS FLOW","WV",0,1e+05,0,0,1e+05,0
"1347",3,"DENSE FOG","AL",0,9e+05,1,71,9e+05,72
"1348",3,"DENSE FOG","AZ",0,0,0,8,0,8
"1349",3,"DENSE FOG","CA",0,50000,0,4,50000,4
"1350",3,"DENSE FOG","FL",0,130000,0,3,130000,3
"1351",3,"DENSE FOG","IA",0,350000,0,0,350000,0
"1352",3,"DENSE FOG","LA",0,1e+05,0,0,1e+05,0
"1353",3,"DENSE FOG","MN",0,5000,0,0,5000,0
"1354",3,"DENSE FOG","NC",0,40000,0,0,40000,0
"1355",3,"DENSE FOG","NE",0,4e+05,0,1,4e+05,1
"1356",3,"DENSE FOG","NY",0,0,1,1,0,2
"1357",3,"DENSE FOG","TX",0,30000,0,0,30000,0
"1358",3,"DENSE FOG","WI",0,0,0,2,0,2
"1359",3,"DROUGHT","OK",7e+05,5e+06,0,0,5700000,0
"1360",3,"DROUGHT","PR",0,5e+06,0,0,5e+06,0
"1361",3,"DROUGHT","TX",220047000,4e+06,0,0,224047000,0
"1362",3,"DROUGHT","WA",0,1.2e+07,0,0,1.2e+07,0
"1363",3,"DUST DEVIL","FL",0,17000,0,0,17000,0
"1364",3,"DUST DEVIL","NC",0,300,0,0,300,0
"1365",3,"DUST DEVIL","SC",0,8000,0,0,8000,0
"1366",3,"DUST DEVIL","VA",0,8000,0,0,8000,0
"1367",3,"DUST DEVIL","WI",0,500,0,0,500,0
"1368",3,"DUST STORM","AZ",0,230000,0,5,230000,5
"1369",3,"DUST STORM","CA",0,115000,0,6,115000,6
"1370",3,"DUST STORM","MT",5e+05,50000,0,0,550000,0
"1371",3,"DUST STORM","WA",0,30000,0,4,30000,4
"1372",3,"EXTREME COLD/WIND CHILL","AK",0,0,1,0,0,1
"1373",3,"EXTREME COLD/WIND CHILL","IL",0,0,4,0,0,4
"1374",3,"EXTREME COLD/WIND CHILL","MI",0,0,2,0,0,2
"1375",3,"EXTREME COLD/WIND CHILL","MN",0,5e+05,0,0,5e+05,0
"1376",3,"EXTREME COLD/WIND CHILL","ND",0,360000,0,2,360000,2
"1377",3,"EXTREME COLD/WIND CHILL","NY",0,0,1,0,0,1
"1378",3,"FLASH FLOOD","AL",1e+05,110339000,5,1,110439000,6
"1379",3,"FLASH FLOOD","AR",0,33951000,2,0,33951000,2
"1380",3,"FLASH FLOOD","AZ",0,115000,3,0,115000,3
"1381",3,"FLASH FLOOD","CA",1e+06,44806000.41,8,1,45806000.41,9
"1382",3,"FLASH FLOOD","DC",0,5000,0,0,5000,0
"1383",3,"FLASH FLOOD","FL",0,654000,1,0,654000,1
"1384",3,"FLASH FLOOD","GA",0,3706850,1,0,3706850,1
"1385",3,"FLASH FLOOD","HI",150000,7e+05,7,0,850000,7
"1386",3,"FLASH FLOOD","IA",0,2e+06,0,0,2e+06,0
"1387",3,"FLASH FLOOD","ID",0,5000,0,0,5000,0
"1388",3,"FLASH FLOOD","IL",0,825000,0,2,825000,2
"1389",3,"FLASH FLOOD","IN",10000,1663000,1,0,1673000,1
"1390",3,"FLASH FLOOD","KS",90000,148000,0,0,238000,0
"1391",3,"FLASH FLOOD","KY",500,72579000,8,1,72579500,9
"1392",3,"FLASH FLOOD","LA",0,4952200,0,0,4952200,0
"1393",3,"FLASH FLOOD","MA",0,5e+05,0,0,5e+05,0
"1394",3,"FLASH FLOOD","MD",0,2000,0,0,2000,0
"1395",3,"FLASH FLOOD","ME",0,55000,0,0,55000,0
"1396",3,"FLASH FLOOD","MI",0,250000,0,0,250000,0
"1397",3,"FLASH FLOOD","MN",0,5651000,0,0,5651000,0
"1398",3,"FLASH FLOOD","MO",51300,44338000,4,2,44389300,6
"1399",3,"FLASH FLOOD","MS",0,20234000,1,0,20234000,1
"1400",3,"FLASH FLOOD","MT",0,615000,0,0,615000,0
"1401",3,"FLASH FLOOD","NC",0,2165000,0,0,2165000,0
"1402",3,"FLASH FLOOD","ND",0,47000,0,0,47000,0
"1403",3,"FLASH FLOOD","NE",0,54000,0,1,54000,1
"1404",3,"FLASH FLOOD","NJ",0,1e+05,0,0,1e+05,0
"1405",3,"FLASH FLOOD","NV",0,2500000,0,1,2500000,1
"1406",3,"FLASH FLOOD","NY",0,460500,0,0,460500,0
"1407",3,"FLASH FLOOD","OH",0,30213000,4,0,30213000,4
"1408",3,"FLASH FLOOD","OK",0,6689000,1,2,6689000,3
"1409",3,"FLASH FLOOD","PA",0,1047500,0,1,1047500,1
"1410",3,"FLASH FLOOD","PR",0,2657000,0,0,2657000,0
"1411",3,"FLASH FLOOD","SC",0,568000,1,0,568000,1
"1412",3,"FLASH FLOOD","SD",0,295000,0,0,295000,0
"1413",3,"FLASH FLOOD","TN",0,158949004,6,0,158949004,6
"1414",3,"FLASH FLOOD","TX",5e+05,35044000,15,9,35544000,24
"1415",3,"FLASH FLOOD","UT",0,5000,0,4,5000,4
"1416",3,"FLASH FLOOD","VA",0,4796000,1,0,4796000,1
"1417",3,"FLASH FLOOD","VT",0,260500,0,0,260500,0
"1418",3,"FLASH FLOOD","WI",0,60000,0,0,60000,0
"1419",3,"FLASH FLOOD","WV",0,18711000,0,2,18711000,2
"1420",3,"FLOOD","AL",5e+05,242755000,0,0,243255000,0
"1421",3,"FLOOD","AR",2815000,105998000,1,0,108813000,1
"1422",3,"FLOOD","AZ",0,2900000,0,0,2900000,0
"1423",3,"FLOOD","CA",444450000,19280000,4,6,463730000,10
"1424",3,"FLOOD","CO",0,62000,0,0,62000,0
"1425",3,"FLOOD","CT",0,11168000,0,3,11168000,3
"1426",3,"FLOOD","FL",1e+05,440839500,2,0,440939500,2
"1427",3,"FLOOD","GA",0,166581000,1,1,166581000,2
"1428",3,"FLOOD","IA",0,56843500,0,1,56843500,1
"1429",3,"FLOOD","ID",0,1810000,0,0,1810000,0
"1430",3,"FLOOD","IL",0,38912000,2,0,38912000,2
"1431",3,"FLOOD","IN",0,80034000,3,0,80034000,3
"1432",3,"FLOOD","KS",25000,390000,1,0,415000,1
"1433",3,"FLOOD","KY",5000,393428000,12,5,393433000,17
"1434",3,"FLOOD","LA",0,2692000,1,0,2692000,1
"1435",3,"FLOOD","MA",0,162382000,0,5,162382000,5
"1436",3,"FLOOD","MD",0,77000,0,0,77000,0
"1437",3,"FLOOD","ME",0,2643000,1,0,2643000,1
"1438",3,"FLOOD","MI",0,4412050,0,0,4412050,0
"1439",3,"FLOOD","MN",0,7975000,1,0,7975000,1
"1440",3,"FLOOD","MO",0,27126000,3,0,27126000,3
"1441",3,"FLOOD","MS",0,7391000,0,0,7391000,0
"1442",3,"FLOOD","MT",5e+06,12775000,0,0,17775000,0
"1443",3,"FLOOD","NC",0,8850000,1,0,8850000,1
"1444",3,"FLOOD","ND",5e+06,20489000,2,1,25489000,3
"1445",3,"FLOOD","NE",0,1813000,2,0,1813000,2
"1446",3,"FLOOD","NH",0,2683000,0,0,2683000,0
"1447",3,"FLOOD","NJ",0,89910000,0,0,89910000,0
"1448",3,"FLOOD","NV",0,1500000,0,0,1500000,0
"1449",3,"FLOOD","NY",0,24247500,2,0,24247500,2
"1450",3,"FLOOD","OH",0,24218500,2,0,24218500,2
"1451",3,"FLOOD","OK",250000,1185000,1,3,1435000,4
"1452",3,"FLOOD","OR",0,6100000,2,1,6100000,3
"1453",3,"FLOOD","PA",0,3030000,1,3,3030000,4
"1454",3,"FLOOD","PR",0,12000,0,0,12000,0
"1455",3,"FLOOD","RI",0,90950000,0,0,90950000,0
"1456",3,"FLOOD","SC",0,2427000,1,0,2427000,1
"1457",3,"FLOOD","SD",250000,7005000,2,0,7255000,2
"1458",3,"FLOOD","TN",155000,26031000,3,0,26186000,3
"1459",3,"FLOOD","TX",1e+05,1507000,2,1,1607000,3
"1460",3,"FLOOD","UT",0,116000.8,0,0,116000.8,0
"1461",3,"FLOOD","VA",5000,1679900,0,0,1684900,0
"1462",3,"FLOOD","VT",0,543000,0,3,543000,3
"1463",3,"FLOOD","WA",0,1411000,0,0,1411000,0
"1464",3,"FLOOD","WI",0,1449000,0,0,1449000,0
"1465",3,"FLOOD","WV",0,10956000,5,1,10956000,6
"1466",3,"FROST/FREEZE","CA",20000,0,0,0,20000,0
"1467",3,"FROST/FREEZE","IA",0,5000,0,0,5000,0
"1468",3,"FROST/FREEZE","LA",5e+07,0,1,0,5e+07,1
"1469",3,"FROST/FREEZE","WA",0,50000,0,11,50000,11
"1470",3,"FUNNEL CLOUD","SC",0,50000,0,0,50000,0
"1471",3,"HAIL","AL",211000,5021500,0,0,5232500,0
"1472",3,"HAIL","AR",5000,92317610,0,1,92322610,1
"1473",3,"HAIL","AZ",0,2000,0,0,2000,0
"1474",3,"HAIL","CA",62245000,659000,1,9,62904000,10
"1475",3,"HAIL","FL",2521250,1629721500,26,4,1632242750,30
"1476",3,"HAIL","GA",5000,68277700,0,1,68282700,1
"1477",3,"HAIL","IA",0,1129500,0,0,1129500,0
"1478",3,"HAIL","IL",0,193000,0,1,193000,1
"1479",3,"HAIL","IN",0,10000,0,0,10000,0
"1480",3,"HAIL","KS",39000,76056000,0,0,76095000,0
"1481",3,"HAIL","KY",10000,233000,0,0,243000,0
"1482",3,"HAIL","LA",0,3486300,0,5,3486300,5
"1483",3,"HAIL","MD",0,2000,0,0,2000,0
"1484",3,"HAIL","MI",35000,165000,0,0,2e+05,0
"1485",3,"HAIL","MN",0,557000,0,0,557000,0
"1486",3,"HAIL","MO",1800,8890720,0,0,8892520,0
"1487",3,"HAIL","MS",20000,48333340,0,2,48353340,2
"1488",3,"HAIL","NC",0,6109250,0,0,6109250,0
"1489",3,"HAIL","NE",0,477500,0,0,477500,0
"1490",3,"HAIL","NJ",0,110000,0,0,110000,0
"1491",3,"HAIL","NM",0,7200000,0,0,7200000,0
"1492",3,"HAIL","NY",0,15000,0,0,15000,0
"1493",3,"HAIL","OH",0,116000,0,0,116000,0
"1494",3,"HAIL","OK",0,8467000,0,0,8467000,0
"1495",3,"HAIL","SC",6000,3362000,0,0,3368000,0
"1496",3,"HAIL","TN",39000,161310,0,0,200310,0
"1497",3,"HAIL","TX",617000,806048553,1,5,806665553,6
"1498",3,"HAIL","UT",0,1000,1,1,1000,2
"1499",3,"HAIL","VA",0,7000,0,0,7000,0
"1500",3,"HAIL","VT",0,5000,0,0,5000,0
"1501",3,"HAIL","WI",0,146000,0,2,146000,2
"1502",3,"HAIL","WV",0,91000,0,0,91000,0
"1503",3,"HEAT","MD",10000,0,0,0,10000,0
"1504",3,"HEAVY RAIN","AL",0,113000,1,0,113000,1
"1505",3,"HEAVY RAIN","AZ",0,5e+05,0,0,5e+05,0
"1506",3,"HEAVY RAIN","CA",0,10188502,1,0,10188502,1
"1507",3,"HEAVY RAIN","CO",0,20000,0,1,20000,1
"1508",3,"HEAVY RAIN","FL",0,4000,0,0,4000,0
"1509",3,"HEAVY RAIN","GA",0,312000,0,0,312000,0
"1510",3,"HEAVY RAIN","IA",0,10000,0,0,10000,0
"1511",3,"HEAVY RAIN","MA",0,50000,0,0,50000,0
"1512",3,"HEAVY RAIN","MD",0,5e+06,0,0,5e+06,0
"1513",3,"HEAVY RAIN","MS",0,25000,0,0,25000,0
"1514",3,"HEAVY RAIN","NY",0,90000,0,0,90000,0
"1515",3,"HEAVY RAIN","OH",0,405000,1,0,405000,1
"1516",3,"HEAVY RAIN","OK",0,5e+05,0,0,5e+05,0
"1517",3,"HEAVY RAIN","PR",0,54000,0,0,54000,0
"1518",3,"HEAVY RAIN","TN",0,50000,0,0,50000,0
"1519",3,"HEAVY RAIN","TX",0,53000,0,0,53000,0
"1520",3,"HEAVY RAIN","VA",0,3000,0,0,3000,0
"1521",3,"HEAVY RAIN","VT",0,565000,0,0,565000,0
"1522",3,"HEAVY RAIN","WA",0,29650000,0,3,29650000,3
"1523",3,"HEAVY SNOW","AK",0,82750,0,0,82750,0
"1524",3,"HEAVY SNOW","AR",0,220000,0,0,220000,0
"1525",3,"HEAVY SNOW","AZ",0,5000,0,15,5000,15
"1526",3,"HEAVY SNOW","CA",0,50000,0,32,50000,32
"1527",3,"HEAVY SNOW","CO",0,5000,0,0,5000,0
"1528",3,"HEAVY SNOW","CT",0,7e+06,0,0,7e+06,0
"1529",3,"HEAVY SNOW","GA",5e+05,5083000,0,0,5583000,0
"1530",3,"HEAVY SNOW","IA",0,3208000,1,0,3208000,1
"1531",3,"HEAVY SNOW","ID",0,85000,1,1,85000,2
"1532",3,"HEAVY SNOW","IL",0,5e+05,1,14,5e+05,15
"1533",3,"HEAVY SNOW","KS",0,308000,0,0,308000,0
"1534",3,"HEAVY SNOW","KY",0,10000,0,0,10000,0
"1535",3,"HEAVY SNOW","MA",0,16250000,2,0,16250000,2
"1536",3,"HEAVY SNOW","ME",0,0,1,0,0,1
"1537",3,"HEAVY SNOW","MI",0,550000,0,0,550000,0
"1538",3,"HEAVY SNOW","MO",0,5e+06,0,0,5e+06,0
"1539",3,"HEAVY SNOW","MS",0,220000,0,0,220000,0
"1540",3,"HEAVY SNOW","MT",0,60000,0,1,60000,1
"1541",3,"HEAVY SNOW","NC",0,2800,0,0,2800,0
"1542",3,"HEAVY SNOW","ND",0,15000,1,1,15000,2
"1543",3,"HEAVY SNOW","NH",0,5703000,0,14,5703000,14
"1544",3,"HEAVY SNOW","NM",0,40000,0,0,40000,0
"1545",3,"HEAVY SNOW","NV",20000,1505000,5,7,1525000,12
"1546",3,"HEAVY SNOW","NY",0,20326000,6,13,20326000,19
"1547",3,"HEAVY SNOW","OH",0,11736000,0,0,11736000,0
"1548",3,"HEAVY SNOW","OK",0,621500,0,0,621500,0
"1549",3,"HEAVY SNOW","OR",0,10000,0,5,10000,5
"1550",3,"HEAVY SNOW","PA",0,58590000,0,13,58590000,13
"1551",3,"HEAVY SNOW","RI",0,10600000,0,0,10600000,0
"1552",3,"HEAVY SNOW","SC",5e+06,5e+06,0,0,1e+07,0
"1553",3,"HEAVY SNOW","SD",10000,210000,0,3,220000,3
"1554",3,"HEAVY SNOW","TN",0,65000,0,1,65000,1
"1555",3,"HEAVY SNOW","TX",0,5e+05,1,0,5e+05,1
"1556",3,"HEAVY SNOW","UT",6000,6e+05,0,37,606000,37
"1557",3,"HEAVY SNOW","VA",0,4000,0,0,4000,0
"1558",3,"HEAVY SNOW","VT",0,1905000,1,0,1905000,1
"1559",3,"HEAVY SNOW","WV",0,14000,0,0,14000,0
"1560",3,"HIGH SURF","AK",0,5e+05,4,0,5e+05,4
"1561",3,"HIGH SURF","CA",0,310000,5,6,310000,11
"1562",3,"HIGH SURF","FL",0,0,1,0,0,1
"1563",3,"HIGH SURF","HI",0,0,1,1,0,2
"1564",3,"HIGH SURF","ME",0,1e+05,0,0,1e+05,0
"1565",3,"HIGH SURF","NJ",0,0,1,0,0,1
"1566",3,"HIGH SURF","NY",0,3.1e+07,0,0,3.1e+07,0
"1567",3,"HIGH SURF","PR",0,2642000,2,6,2642000,8
"1568",3,"HIGH SURF","VI",0,0,2,0,0,2
"1569",3,"HIGH WIND","AK",0,12453500,0,2,12453500,2
"1570",3,"HIGH WIND","AL",0,19000,1,1,19000,2
"1571",3,"HIGH WIND","AR",0,75100,0,0,75100,0
"1572",3,"HIGH WIND","AZ",0,265000,2,17,265000,19
"1573",3,"HIGH WIND","CA",22540000,7274000,0,17,29814000,17
"1574",3,"HIGH WIND","CO",0,119150,0,4,119150,4
"1575",3,"HIGH WIND","CT",0,1765000,2,4,1765000,6
"1576",3,"HIGH WIND","DC",0,50000,0,0,50000,0
"1577",3,"HIGH WIND","DE",0,140000,0,0,140000,0
"1578",3,"HIGH WIND","FL",0,11320000,7,4,11320000,11
"1579",3,"HIGH WIND","GA",5e+05,51550000,2,20,52050000,22
"1580",3,"HIGH WIND","HI",550000,1230000,0,1,1780000,1
"1581",3,"HIGH WIND","IA",0,5232000,0,0,5232000,0
"1582",3,"HIGH WIND","ID",0,434000,0,1,434000,1
"1583",3,"HIGH WIND","IL",0,508000,6,16,508000,22
"1584",3,"HIGH WIND","IN",0,166000,0,1,166000,1
"1585",3,"HIGH WIND","KS",0,819000,1,0,819000,1
"1586",3,"HIGH WIND","KY",0,180000,0,0,180000,0
"1587",3,"HIGH WIND","LA",0,962000,0,0,962000,0
"1588",3,"HIGH WIND","MA",0,1761980,0,0,1761980,0
"1589",3,"HIGH WIND","MD",0,5875000,0,6,5875000,6
"1590",3,"HIGH WIND","ME",0,0,0,1,0,1
"1591",3,"HIGH WIND","MI",0,1330000,1,4,1330000,5
"1592",3,"HIGH WIND","MN",0,105000,0,0,105000,0
"1593",3,"HIGH WIND","MO",0,399000,0,0,399000,0
"1594",3,"HIGH WIND","MS",0,95000,0,0,95000,0
"1595",3,"HIGH WIND","MT",0,28000,0,3,28000,3
"1596",3,"HIGH WIND","NC",19000,3388200,2,11,3407200,13
"1597",3,"HIGH WIND","ND",0,55000,0,0,55000,0
"1598",3,"HIGH WIND","NE",0,632000,0,6,632000,6
"1599",3,"HIGH WIND","NH",0,0,0,1,0,1
"1600",3,"HIGH WIND","NJ",0,16810000,2,4,16810000,6
"1601",3,"HIGH WIND","NM",0,361200,0,8,361200,8
"1602",3,"HIGH WIND","NV",0,1525000,1,11,1525000,12
"1603",3,"HIGH WIND","NY",0,10063000,7,15,10063000,22
"1604",3,"HIGH WIND","OH",0,13918000,4,24,13918000,28
"1605",3,"HIGH WIND","OK",0,243500,0,0,243500,0
"1606",3,"HIGH WIND","OR",0,534000,1,2,534000,3
"1607",3,"HIGH WIND","PA",0,6375000,2,2,6375000,4
"1608",3,"HIGH WIND","RI",0,250000,0,0,250000,0
"1609",3,"HIGH WIND","SC",12005000,116417750,1,4,128422750,5
"1610",3,"HIGH WIND","SD",0,2105000,0,0,2105000,0
"1611",3,"HIGH WIND","TN",46000,197000,0,0,243000,0
"1612",3,"HIGH WIND","TX",0,1537500,1,14,1537500,15
"1613",3,"HIGH WIND","UT",170000,2900000,0,1,3070000,1
"1614",3,"HIGH WIND","VA",0,1759080,1,6,1759080,7
"1615",3,"HIGH WIND","VT",0,835000,0,0,835000,0
"1616",3,"HIGH WIND","WA",0,5344500,8,8,5344500,16
"1617",3,"HIGH WIND","WI",0,453000,0,1,453000,1
"1618",3,"HIGH WIND","WV",0,384000,0,0,384000,0
"1619",3,"HIGH WIND","WY",0,644000,0,0,644000,0
"1620",3,"HURRICANE/TYPHOON","GU",1e+08,5e+07,1,0,1.5e+08,1
"1621",3,"ICE STORM","AK",0,0,5,0,0,5
"1622",3,"ICE STORM","IA",0,814880,0,0,814880,0
"1623",3,"ICE STORM","KS",0,3475000,3,5,3475000,8
"1624",3,"ICE STORM","KY",0,0,2,0,0,2
"1625",3,"ICE STORM","MD",0,151000,0,0,151000,0
"1626",3,"ICE STORM","MI",0,19010000,0,0,19010000,0
"1627",3,"ICE STORM","MN",0,855000,0,0,855000,0
"1628",3,"ICE STORM","ND",0,25000,0,0,25000,0
"1629",3,"ICE STORM","NE",0,56000,0,8,56000,8
"1630",3,"ICE STORM","NH",0,4e+05,0,0,4e+05,0
"1631",3,"ICE STORM","NY",0,55000,0,0,55000,0
"1632",3,"ICE STORM","OH",0,5500000,0,14,5500000,14
"1633",3,"ICE STORM","PA",0,50520000,0,0,50520000,0
"1634",3,"ICE STORM","SD",0,250000,2,1,250000,3
"1635",3,"ICE STORM","TN",0,76000,0,0,76000,0
"1636",3,"ICE STORM","VA",0,75000,0,0,75000,0
"1637",3,"ICE STORM","WA",0,0,2,1,0,3
"1638",3,"ICE STORM","WY",0,87000,1,5,87000,6
"1639",3,"LIGHTNING","AL",0,1415500,1,7,1415500,8
"1640",3,"LIGHTNING","AR",0,1664000,1,3,1664000,4
"1641",3,"LIGHTNING","AS",0,120000,0,0,120000,0
"1642",3,"LIGHTNING","AZ",0,6000,0,0,6000,0
