"","month","EVENT_TYPE","STATE","CROPDMG","PROPDMG","FATALITIES","INJURIES","DMG","health_impact"
"3522",6,"THUNDERSTORM WIND","DE",201000,2402000,0,1,2603000,1
"3523",6,"THUNDERSTORM WIND","FL",5500,16807250,2,37,16812750,39
"3524",6,"THUNDERSTORM WIND","GA",280500,31665470,1,58,31945970,59
"3525",6,"THUNDERSTORM WIND","IA",17720300,170915100,7,127,188635400,134
"3526",6,"THUNDERSTORM WIND","ID",0,1470700,0,30,1470700,30
"3527",6,"THUNDERSTORM WIND","IL",60244000,46922448,3,108,107166448,111
"3528",6,"THUNDERSTORM WIND","IN",52000,13914300.1,10,51,13966300.1,61
"3529",6,"THUNDERSTORM WIND","KS",12358500,46790450,0,114,59148950,114
"3530",6,"THUNDERSTORM WIND","KY",18050,11890850,1,15,11908900,16
"3531",6,"THUNDERSTORM WIND","LA",50000,10749100,2,36,10799100,38
"3532",6,"THUNDERSTORM WIND","MA",0,3874750,4,23,3874750,27
"3533",6,"THUNDERSTORM WIND","MD",30000,7996700,2,13,8026700,15
"3534",6,"THUNDERSTORM WIND","ME",0,0,1,1,0,2
"3535",6,"THUNDERSTORM WIND","MI",258000,26026750,7,39,26284750,46
"3536",6,"THUNDERSTORM WIND","MN",16161900,56829900,1,29,72991800,30
"3537",6,"THUNDERSTORM WIND","MO",6032500,11394976,1,25,17427476,26
"3538",6,"THUNDERSTORM WIND","MS",280000,25448450,6,68,25728450,74
"3539",6,"THUNDERSTORM WIND","MT",1570000,14617500,1,6,16187500,7
"3540",6,"THUNDERSTORM WIND","NC",109500,5796400,3,21,5905900,24
"3541",6,"THUNDERSTORM WIND","ND",4585000,50415600,2,21,55000600,23
"3542",6,"THUNDERSTORM WIND","NE",83865000,74574500,0,16,158439500,16
"3543",6,"THUNDERSTORM WIND","NH",0,521000,1,2,521000,3
"3544",6,"THUNDERSTORM WIND","NJ",1e+06,14728000,4,24,15728000,28
"3545",6,"THUNDERSTORM WIND","NM",1000,3138000,0,17,3139000,17
"3546",6,"THUNDERSTORM WIND","NV",0,54200,0,0,54200,0
"3547",6,"THUNDERSTORM WIND","NY",27000,15085250,10,86,15112250,96
"3548",6,"THUNDERSTORM WIND","OH",2372000,51121010,10,48,53493010,58
"3549",6,"THUNDERSTORM WIND","OK",0,784352150,0,36,784352150,36
"3550",6,"THUNDERSTORM WIND","OR",160000,389150,0,3,549150,3
"3551",6,"THUNDERSTORM WIND","PA",25000,78477000,5,78,78502000,83
"3552",6,"THUNDERSTORM WIND","PR",0,84000,0,0,84000,0
"3553",6,"THUNDERSTORM WIND","RI",0,900500,0,0,900500,0
"3554",6,"THUNDERSTORM WIND","SC",2000,17095600,5,40,17097600,45
"3555",6,"THUNDERSTORM WIND","SD",180000,14959300,2,17,15139300,19
"3556",6,"THUNDERSTORM WIND","TN",2095500,27398250,2,33,29493750,35
"3557",6,"THUNDERSTORM WIND","TX",15940050,165528440,6,94,181468490,100
"3558",6,"THUNDERSTORM WIND","UT",126800,1654200,0,2,1781000,2
"3559",6,"THUNDERSTORM WIND","VA",501000,16289700,1,54,16790700,55
"3560",6,"THUNDERSTORM WIND","VI",0,55000,0,0,55000,0
"3561",6,"THUNDERSTORM WIND","VT",10000,2717500,0,4,2727500,4
"3562",6,"THUNDERSTORM WIND","WA",2000,72000,0,12,74000,12
"3563",6,"THUNDERSTORM WIND","WI",3001900,46897850,3,54,49899750,57
"3564",6,"THUNDERSTORM WIND","WV",0,9942750,1,11,9942750,12
"3565",6,"THUNDERSTORM WIND","WY",1000,1118200,0,7,1119200,7
"3566",6,"TORNADO","AL",5000,13955530,0,37,13960530,37
"3567",6,"TORNADO","AR",10000,34322250,5,170,34332250,175
"3568",6,"TORNADO","AZ",0,28102500,1,56,28102500,57
"3569",6,"TORNADO","CA",50000,25025280,0,0,25075280,0
"3570",6,"TORNADO","CO",0,103038410,2,106,103038410,108
"3571",6,"TORNADO","CT",0,7227780,0,12,7227780,12
"3572",6,"TORNADO","DE",0,7776000,0,32,7776000,32
"3573",6,"TORNADO","FL",16000,39585980,6,206,39601980,212
"3574",6,"TORNADO","GA",0,46610280,6,289,46610280,295
"3575",6,"TORNADO","HI",0,25000,0,0,25000,0
"3576",6,"TORNADO","IA",642100,504856490,20,536,505498590,556
"3577",6,"TORNADO","ID",10000,691900,0,4,701900,4
"3578",6,"TORNADO","IL",187000,178911060,11,293,179098060,304
"3579",6,"TORNADO","IN",225000,187405090,11,339,187630090,350
"3580",6,"TORNADO","KS",7e+05,549727830,68,1042,550427830,1110
"3581",6,"TORNADO","KY",10000,49627500,1,137,49637500,138
"3582",6,"TORNADO","LA",0,20738620,3,130,20738620,133
"3583",6,"TORNADO","MA",0,713403030,96,1666,713403030,1762
"3584",6,"TORNADO","MD",315000,11243250,0,24,11558250,24
"3585",6,"TORNADO","ME",0,1455250,0,7,1455250,7
"3586",6,"TORNADO","MI",150000,184699180,131,960,184849180,1091
"3587",6,"TORNADO","MN",2052050,308163100,17,487,310215150,504
"3588",6,"TORNADO","MO",5000,71113380,9,110,71118380,119
"3589",6,"TORNADO","MS",0,8357560,4,41,8357560,45
"3590",6,"TORNADO","MT",50000,38060530,0,2,38110530,2
"3591",6,"TORNADO","NC",0,14771780,1,26,14771780,27
"3592",6,"TORNADO","ND",350000,49321120,12,138,49671120,150
"3593",6,"TORNADO","NE",14405050,466009310,24,473,480414360,497
"3594",6,"TORNADO","NH",0,3335750,0,6,3335750,6
"3595",6,"TORNADO","NJ",0,3930000,0,1,3930000,1
"3596",6,"TORNADO","NM",5000,2700020,0,57,2705020,57
"3597",6,"TORNADO","NV",0,277810,0,0,277810,0
"3598",6,"TORNADO","NY",15000,42594030,2,24,42609030,26
"3599",6,"TORNADO","OH",5011500,375494310,30,600,380505810,630
"3600",6,"TORNADO","OK",0,169031110,25,454,169031110,479
"3601",6,"TORNADO","OR",0,25293600,0,0,25293600,0
"3602",6,"TORNADO","PA",7070000,799208560,3,249,806278560,252
"3603",6,"TORNADO","PR",0,65000,0,0,65000,0
"3604",6,"TORNADO","SC",1e+05,11120810,0,25,11220810,25
"3605",6,"TORNADO","SD",500,114090500,7,144,114091000,151
"3606",6,"TORNADO","TN",177000,11995750,3,36,12172750,39
"3607",6,"TORNADO","TX",75061500,253761250,18,347,328822750,365
"3608",6,"TORNADO","UT",1000,45030,0,0,46030,0
"3609",6,"TORNADO","VA",81000,10877560,0,13,10958560,13
"3610",6,"TORNADO","VT",0,707000,0,1,707000,1
"3611",6,"TORNADO","WA",0,227850,0,1,227850,1
"3612",6,"TORNADO","WI",4514500,318843480,47,535,323357980,582
"3613",6,"TORNADO","WV",2275000,12721030,1,27,14996030,28
"3614",6,"TORNADO","WY",0,7108170,1,25,7108170,26
"3615",6,"TROPICAL STORM","AL",0,1500000,0,0,1500000,0
"3616",6,"TROPICAL STORM","FL",25000,4990000,0,0,5015000,0
"3617",6,"TROPICAL STORM","LA",0,3.4e+07,0,0,3.4e+07,0
"3618",6,"TROPICAL STORM","MS",0,1545000,0,0,1545000,0
"3619",6,"TROPICAL STORM","NC",1e+06,1e+06,0,0,2e+06,0
"3620",6,"TROPICAL STORM","TX",0,5150125000,22,0,5150125000,22
"3621",6,"WATERSPOUT","FL",0,1055000,0,1,1055000,1
"3622",6,"WATERSPOUT","GM",0,5000,0,0,5000,0
"3623",6,"WATERSPOUT","OH",0,10000,0,0,10000,0
"3624",6,"WILDFIRE","AK",10000,11640000,0,0,11650000,0
"3625",6,"WILDFIRE","AZ",0,135125000,0,0,135125000,0
"3626",6,"WILDFIRE","CA",10000,517222000,1,66,517232000,67
"3627",6,"WILDFIRE","CO",0,37568000,0,2,37568000,2
"3628",6,"WILDFIRE","FL",0,60000,0,3,60000,3
"3629",6,"WILDFIRE","HI",0,0,0,2,0,2
"3630",6,"WILDFIRE","ID",0,0,0,1,0,1
"3631",6,"WILDFIRE","LA",270000,70000,0,1,340000,1
"3632",6,"WILDFIRE","MI",0,5050000,0,0,5050000,0
"3633",6,"WILDFIRE","NC",0,5e+05,0,0,5e+05,0
"3634",6,"WILDFIRE","NJ",0,7e+05,0,0,7e+05,0
"3635",6,"WILDFIRE","NM",0,58850000,0,0,58850000,0
"3636",6,"WILDFIRE","NV",0,10000,0,0,10000,0
"3637",6,"WILDFIRE","OK",0,180000,0,0,180000,0
"3638",6,"WILDFIRE","OR",123900,510000,0,3,633900,3
"3639",6,"WILDFIRE","TX",17282400,2136500,0,14,19418900,14
"3640",6,"WILDFIRE","UT",0,5e+05,6,0,5e+05,6
"3641",6,"WILDFIRE","WA",0,61000,0,0,61000,0
"3642",6,"WILDFIRE","WI",0,50000,0,0,50000,0
"3643",6,"WINTER STORM","CA",0,25000,0,0,25000,0
"3644",6,"WINTER STORM","MT",0,3200000,0,0,3200000,0
"3645",6,"WINTER WEATHER","WA",0,2000,1,2,2000,3
"3646",7,"BLIZZARD","CA",0,50000,0,0,50000,0
"3647",7,"COASTAL FLOOD","AK",0,8e+05,0,0,8e+05,0
"3648",7,"COASTAL FLOOD","FL",0,1750000,0,0,1750000,0
"3649",7,"DEBRIS FLOW","AZ",0,10000,0,0,10000,0
"3650",7,"DEBRIS FLOW","CA",0,2000,0,0,2000,0
"3651",7,"DEBRIS FLOW","CO",0,31000,1,2,31000,3
"3652",7,"DEBRIS FLOW","IL",0,50000,0,0,50000,0
"3653",7,"DEBRIS FLOW","NC",0,1e+05,0,0,1e+05,0
"3654",7,"DEBRIS FLOW","NY",0,25000,0,0,25000,0
"3655",7,"DEBRIS FLOW","PA",0,15000,0,0,15000,0
"3656",7,"DEBRIS FLOW","VA",0,10000,0,0,10000,0
"3657",7,"DEBRIS FLOW","WY",0,275000,0,0,275000,0
"3658",7,"DENSE FOG","KS",0,0,2,3,0,5
"3659",7,"DENSE FOG","SC",0,20000,0,3,20000,3
"3660",7,"DROUGHT","AR",550000,0,0,0,550000,0
"3661",7,"DROUGHT","IA",264610000,0,0,0,264610000,0
"3662",7,"DROUGHT","IL",180110000,0,0,0,180110000,0
"3663",7,"DROUGHT","KS",4004000,0,0,0,4004000,0
"3664",7,"DROUGHT","LA",5e+05,0,0,0,5e+05,0
"3665",7,"DROUGHT","MD",43680000,0,0,0,43680000,0
"3666",7,"DROUGHT","MI",1.5e+08,0,0,0,1.5e+08,0
"3667",7,"DROUGHT","MO",8490000,0,0,0,8490000,0
"3668",7,"DROUGHT","MS",5e+05,50000,0,0,550000,0
"3669",7,"DROUGHT","OK",500750000,50000,0,0,500800000,0
"3670",7,"DROUGHT","PA",5e+08,0,0,0,5e+08,0
"3671",7,"DROUGHT","TX",335120000,20008000,0,0,355128000,0
"3672",7,"DROUGHT","VA",9.5e+07,0,0,0,9.5e+07,0
"3673",7,"DROUGHT","WI",50000,0,0,0,50000,0
"3674",7,"DROUGHT","WV",12400000,0,0,0,12400000,0
"3675",7,"DUST DEVIL","AL",0,20000,0,0,20000,0
"3676",7,"DUST DEVIL","AZ",0,25000,0,0,25000,0
"3677",7,"DUST DEVIL","MD",0,1000,0,1,1000,1
"3678",7,"DUST DEVIL","MT",0,40000,0,0,40000,0
"3679",7,"DUST DEVIL","NM",0,5000,0,0,5000,0
"3680",7,"DUST DEVIL","NV",0,61000,0,0,61000,0
"3681",7,"DUST DEVIL","OK",0,15000,0,0,15000,0
"3682",7,"DUST DEVIL","PA",0,5000,0,0,5000,0
"3683",7,"DUST DEVIL","SD",0,3500,0,0,3500,0
"3684",7,"DUST DEVIL","WI",0,100,0,0,100,0
"3685",7,"DUST STORM","AZ",0,555000,1,65,555000,66
"3686",7,"DUST STORM","NM",0,30000,0,8,30000,8
"3687",7,"DUST STORM","NV",0,0,0,30,0,30
"3688",7,"DUST STORM","TX",750000,90000,0,2,840000,2
"3689",7,"DUST STORM","WA",0,0,1,14,0,15
"3690",7,"FLASH FLOOD","AK",0,5000,0,0,5000,0
"3691",7,"FLASH FLOOD","AL",212000,4500000,1,3,4712000,4
"3692",7,"FLASH FLOOD","AR",0,3364020,0,7,3364020,7
"3693",7,"FLASH FLOOD","AZ",0,28230000,10,22,28230000,32
"3694",7,"FLASH FLOOD","CA",0,29020000,2,11,29020000,13
"3695",7,"FLASH FLOOD","CO",865000,219067000,8,54,219932000,62
"3696",7,"FLASH FLOOD","CT",0,1415500,0,0,1415500,0
"3697",7,"FLASH FLOOD","DE",0,780000,0,2,780000,2
"3698",7,"FLASH FLOOD","FL",0,1768000,0,0,1768000,0
"3699",7,"FLASH FLOOD","GA",117000,29315750,4,6,29432750,10
"3700",7,"FLASH FLOOD","GU",0,410000,0,0,410000,0
"3701",7,"FLASH FLOOD","HI",0,49000,1,1,49000,2
"3702",7,"FLASH FLOOD","IA",7611500,73664000,1,3,81275500,4
"3703",7,"FLASH FLOOD","ID",0,1314000,1,1,1314000,2
"3704",7,"FLASH FLOOD","IL",16120000,391759500,2,2,407879500,4
"3705",7,"FLASH FLOOD","IN",120000,44713000,2,0,44833000,2
"3706",7,"FLASH FLOOD","KS",581000,151651800,1,0,152232800,1
"3707",7,"FLASH FLOOD","KY",16200000,20072000,2,1,36272000,3
"3708",7,"FLASH FLOOD","LA",0,3233000,0,0,3233000,0
"3709",7,"FLASH FLOOD","MA",0,14034000,0,0,14034000,0
"3710",7,"FLASH FLOOD","MD",0,4147000,0,0,4147000,0
"3711",7,"FLASH FLOOD","ME",5000,4089000,0,2,4094000,2
"3712",7,"FLASH FLOOD","MI",510000,8800000,0,0,9310000,0
"3713",7,"FLASH FLOOD","MN",3406000,24761000,1,1,28167000,2
"3714",7,"FLASH FLOOD","MO",70000,11656620,8,9,11726620,17
"3715",7,"FLASH FLOOD","MS",155000,8558000,0,0,8713000,0
"3716",7,"FLASH FLOOD","MT",335000,2769000,0,0,3104000,0
"3717",7,"FLASH FLOOD","NC",10810000,25144868,6,8,35954868,14
"3718",7,"FLASH FLOOD","ND",340000,2887000,0,0,3227000,0
"3719",7,"FLASH FLOOD","NE",10832000,12075500,2,0,22907500,2
"3720",7,"FLASH FLOOD","NH",0,150000,1,0,150000,1
"3721",7,"FLASH FLOOD","NJ",0,71360000,2,2,71360000,4
"3722",7,"FLASH FLOOD","NM",482000,9770000,8,3,10252000,11
"3723",7,"FLASH FLOOD","NV",0,26461000,2,5,26461000,7
"3724",7,"FLASH FLOOD","NY",1370000,86017000,0,4,87387000,4
"3725",7,"FLASH FLOOD","OH",5340000,669584810,14,5,674924810,19
"3726",7,"FLASH FLOOD","OK",0,2913000,3,0,2913000,3
"3727",7,"FLASH FLOOD","OR",0,1016000,0,0,1016000,0
"3728",7,"FLASH FLOOD","PA",10000,320092000,6,6,320102000,12
"3729",7,"FLASH FLOOD","PR",0,878000,2,0,878000,2
"3730",7,"FLASH FLOOD","RI",0,155000,0,0,155000,0
"3731",7,"FLASH FLOOD","SC",0,6538500,0,1,6538500,1
"3732",7,"FLASH FLOOD","SD",5e+07,7385000,0,4,57385000,4
"3733",7,"FLASH FLOOD","TN",11000,10500020,4,26,10511020,30
"3734",7,"FLASH FLOOD","TX",60500,71950500,10,2,72011000,12
"3735",7,"FLASH FLOOD","UT",543700,3305000,5,6,3848700,11
"3736",7,"FLASH FLOOD","VA",0,19634000,3,1,19634000,4
"3737",7,"FLASH FLOOD","VT",25000,21672500,0,0,21697500,0
"3738",7,"FLASH FLOOD","WA",0,2084000,1,2,2084000,3
"3739",7,"FLASH FLOOD","WI",11341000,64915500,1,2,76256500,3
"3740",7,"FLASH FLOOD","WV",5000,221884000,3,0,221889000,3
"3741",7,"FLASH FLOOD","WY",2000,7392000,4,6,7394000,10
"3742",7,"FLOOD","AK",0,13507000,0,0,13507000,0
"3743",7,"FLOOD","AL",5050000,50518000,2,0,55568000,2
"3744",7,"FLOOD","AR",40000,11000,0,0,51000,0
"3745",7,"FLOOD","AZ",0,3612000,0,0,3612000,0
"3746",7,"FLOOD","CA",0,1305000,1,4,1305000,5
"3747",7,"FLOOD","CO",2000,13002000,0,0,13004000,0
"3748",7,"FLOOD","CT",0,27000,0,0,27000,0
"3749",7,"FLOOD","FL",5e+07,11146500,0,0,61146500,0
"3750",7,"FLOOD","GA",11232000,68754000,24,9,79986000,33
"3751",7,"FLOOD","IA",49250000,75427000,0,0,124677000,0
"3752",7,"FLOOD","ID",0,277000,0,0,277000,0
"3753",7,"FLOOD","IL",165000,3095000,1,0,3260000,1
"3754",7,"FLOOD","IN",102059000,101597000,1,1,203656000,2
"3755",7,"FLOOD","KS",2755000,24805300,0,0,27560300,0
"3756",7,"FLOOD","KY",0,135000,0,0,135000,0
"3757",7,"FLOOD","LA",0,3307000,0,0,3307000,0
"3758",7,"FLOOD","MA",0,104000,0,0,104000,0
"3759",7,"FLOOD","MD",0,83000,0,0,83000,0
"3760",7,"FLOOD","ME",0,1e+06,0,0,1e+06,0
"3761",7,"FLOOD","MI",5e+06,5055000,0,0,10055000,0
"3762",7,"FLOOD","MN",625000,1040000,0,0,1665000,0
"3763",7,"FLOOD","MO",517114000,3553050,0,0,520667050,0
"3764",7,"FLOOD","MS",0,1217500,0,0,1217500,0
"3765",7,"FLOOD","MT",0,605000,0,0,605000,0
"3766",7,"FLOOD","NC",0,10000,0,4,10000,4
"3767",7,"FLOOD","ND",4060000,11865000,0,0,15925000,0
"3768",7,"FLOOD","NE",9135000,4898000,0,0,14033000,0
"3769",7,"FLOOD","NH",0,92000,0,0,92000,0
"3770",7,"FLOOD","NJ",0,3e+06,0,3,3e+06,3
"3771",7,"FLOOD","NM",1000,30135000,1,0,30136000,1
"3772",7,"FLOOD","NV",6e+06,562000,0,0,6562000,0
"3773",7,"FLOOD","NY",1e+05,4014000,2,0,4114000,2
"3774",7,"FLOOD","OH",2e+06,61337000,2,0,63337000,2
"3775",7,"FLOOD","OK",0,21280000,0,0,21280000,0
"3776",7,"FLOOD","PA",0,5723000,0,0,5723000,0
"3777",7,"FLOOD","RI",0,40000,0,0,40000,0
"3778",7,"FLOOD","SC",0,2020000,0,0,2020000,0
"3779",7,"FLOOD","SD",22320000,498100,0,0,22818100,0
"3780",7,"FLOOD","TN",0,243500,0,0,243500,0
"3781",7,"FLOOD","TX",24845000,122505000,5,3,147350000,8
"3782",7,"FLOOD","UT",0,190000,0,0,190000,0
"3783",7,"FLOOD","VA",0,20000,0,0,20000,0
"3784",7,"FLOOD","VT",0,2285000,0,1,2285000,1
"3785",7,"FLOOD","WA",0,125000,0,0,125000,0
"3786",7,"FLOOD","WI",5000,2021750,0,0,2026750,0
"3787",7,"FLOOD","WV",0,791000,0,0,791000,0
"3788",7,"FLOOD","WY",520000,955500,0,0,1475500,0
"3789",7,"FUNNEL CLOUD","FL",0,5000,0,0,5000,0
"3790",7,"FUNNEL CLOUD","SD",0,0,0,1,0,1
"3791",7,"HAIL","AL",17000,140000,0,0,157000,0
"3792",7,"HAIL","AR",52500,50140290,0,36,50192790,36
"3793",7,"HAIL","AZ",0,285800,0,0,285800,0
"3794",7,"HAIL","CA",5000,38000,0,0,43000,0
"3795",7,"HAIL","CO",51546500,627416800,0,71,678963300,71
"3796",7,"HAIL","CT",0,4500,0,0,4500,0
"3797",7,"HAIL","FL",0,294050,1,4,294050,5
"3798",7,"HAIL","GA",200,4974050,0,0,4974250,0
"3799",7,"HAIL","IA",47752300,21135500,0,0,68887800,0
"3800",7,"HAIL","ID",5562000,180000,0,1,5742000,1
"3801",7,"HAIL","IL",145000,720550,0,1,865550,1
"3802",7,"HAIL","IN",15000,188600,0,0,203600,0
"3803",7,"HAIL","KS",52000500,89412950,0,21,141413450,21
"3804",7,"HAIL","KY",618000,92000,0,1,710000,1
"3805",7,"HAIL","LA",0,1000,0,0,1000,0
"3806",7,"HAIL","MA",0,242250,0,0,242250,0
"3807",7,"HAIL","MD",515000,26000,0,10,541000,10
"3808",7,"HAIL","ME",130000,5e+05,0,2,630000,2
"3809",7,"HAIL","MI",10005000,9248000,0,4,19253000,4
"3810",7,"HAIL","MN",79137000,4233850,0,3,83370850,3
"3811",7,"HAIL","MO",547000,734870,0,0,1281870,0
"3812",7,"HAIL","MS",0,314150,0,1,314150,1
"3813",7,"HAIL","MT",4936000,16564700,0,6,21500700,6
"3814",7,"HAIL","NC",1975000,2251000,0,0,4226000,0
"3815",7,"HAIL","ND",116045030,126288000,0,9,242333030,9
"3816",7,"HAIL","NE",281070250,88537000,0,20,369607250,20
"3817",7,"HAIL","NH",0,1000,0,0,1000,0
"3818",7,"HAIL","NM",10000,91500,0,0,101500,0
"3819",7,"HAIL","NV",0,10000,0,0,10000,0
"3820",7,"HAIL","NY",5791100,1089500,0,5,6880600,5
"3821",7,"HAIL","OH",1909000,33753010,0,2,35662010,2
"3822",7,"HAIL","OK",150000,667500,0,0,817500,0
"3823",7,"HAIL","OR",33700000,25651200,0,3,59351200,3
"3824",7,"HAIL","PA",3425000,657000,0,0,4082000,0
"3825",7,"HAIL","PR",0,30500,0,1,30500,1
"3826",7,"HAIL","SC",0,778250,0,1,778250,1
"3827",7,"HAIL","SD",43860000,33848000,0,29,77708000,29
"3828",7,"HAIL","TN",536000,1492300,0,0,2028300,0
"3829",7,"HAIL","TX",10389000,4526500,0,0,14915500,0
"3830",7,"HAIL","UT",35200,122000,0,8,157200,8
"3831",7,"HAIL","VA",688000,665500,0,0,1353500,0
"3832",7,"HAIL","VT",260000,292000,0,0,552000,0
"3833",7,"HAIL","WA",86720000,10159000,0,0,96879000,0
"3834",7,"HAIL","WI",38929250,30784350,0,2,69713600,2
"3835",7,"HAIL","WV",18000,796500,0,0,814500,0
"3836",7,"HAIL","WY",325000,11527000,0,9,11852000,9
"3837",7,"HEAT","AL",0,0,8,4,0,12
"3838",7,"HEAT","AR",0,0,18,7,0,25
"3839",7,"HEAT","AZ",0,0,39,0,0,39
"3840",7,"HEAT","CA",492402000,170000,79,87,492572000,166
"3841",7,"HEAT","CT",0,0,1,0,0,1
"3842",7,"HEAT","DC",0,0,19,290,0,309
"3843",7,"HEAT","DE",0,0,6,28,0,34
"3844",7,"HEAT","FL",0,0,2,0,0,2
"3845",7,"HEAT","GA",0,0,6,0,0,6
"3846",7,"HEAT","IA",0,6492200,4,22,6492200,26
"3847",7,"HEAT","IL",260000,55000,828,342,315000,1170
"3848",7,"HEAT","IN",0,1e+06,14,84,1e+06,98
"3849",7,"HEAT","KS",0,108000,13,3,108000,16
"3850",7,"HEAT","KY",0,0,2,78,0,80
"3851",7,"HEAT","LA",0,20000,22,1,20000,23
"3852",7,"HEAT","MA",0,0,2,0,0,2
"3853",7,"HEAT","MD",4700000,30000,64,482,4730000,546
"3854",7,"HEAT","MI",0,0,20,102,0,122
"3855",7,"HEAT","MN",0,2127500,4,0,2127500,4
"3856",7,"HEAT","MO",425000,145000,162,2761,570000,2923
"3857",7,"HEAT","MS",76500,0,16,5,76500,21
"3858",7,"HEAT","NC",0,0,6,15,0,21
"3859",7,"HEAT","NE",150000,6592000,7,0,6742000,7
"3860",7,"HEAT","NJ",0,0,52,196,0,248
"3861",7,"HEAT","NM",0,0,1,0,0,1
"3862",7,"HEAT","NV",0,0,36,0,0,36
"3863",7,"HEAT","NY",0,0,54,0,0,54
"3864",7,"HEAT","OH",0,6e+05,13,37,6e+05,50
"3865",7,"HEAT","OK",0,0,58,115,0,173
"3866",7,"HEAT","OR",0,0,1,0,0,1
"3867",7,"HEAT","PA",0,0,337,308,0,645
"3868",7,"HEAT","SC",0,0,17,15,0,32
"3869",7,"HEAT","SD",0,1e+05,1,1,1e+05,2
"3870",7,"HEAT","TN",0,0,4,0,0,4
"3871",7,"HEAT","TX",0,0,132,426,0,558
"3872",7,"HEAT","UT",0,0,1,0,0,1
"3873",7,"HEAT","VA",6e+05,0,4,180,6e+05,184
"3874",7,"HEAT","WA",0,0,3,0,0,3
"3875",7,"HEAT","WI",0,37000,78,58,37000,136
"3876",7,"HEAT","WV",0,0,0,3,0,3
"3877",7,"HEAVY RAIN","AL",5e+06,50005000,2,0,55005000,2
"3878",7,"HEAVY RAIN","AR",0,1200000,0,0,1200000,0
"3879",7,"HEAVY RAIN","AZ",0,565000,0,0,565000,0
"3880",7,"HEAVY RAIN","CA",0,205000,0,1,205000,1
"3881",7,"HEAVY RAIN","CO",0,477000,0,0,477000,0
"3882",7,"HEAVY RAIN","CT",0,7500,0,0,7500,0
"3883",7,"HEAVY RAIN","FL",0,20300000,0,0,20300000,0
"3884",7,"HEAVY RAIN","GA",0,1145000,0,4,1145000,4
"3885",7,"HEAVY RAIN","IA",0,232000,0,0,232000,0
"3886",7,"HEAVY RAIN","ID",0,510000,0,0,510000,0
"3887",7,"HEAVY RAIN","IL",0,384000,0,0,384000,0
"3888",7,"HEAVY RAIN","IN",0,142000,0,0,142000,0
"3889",7,"HEAVY RAIN","KS",2e+05,75000,0,0,275000,0
"3890",7,"HEAVY RAIN","KY",0,12000,0,0,12000,0
"3891",7,"HEAVY RAIN","MD",0,5000,2,32,5000,34
"3892",7,"HEAVY RAIN","ME",0,5000,0,0,5000,0
"3893",7,"HEAVY RAIN","MO",0,8000,0,0,8000,0
"3894",7,"HEAVY RAIN","MS",0,130000,0,1,130000,1
"3895",7,"HEAVY RAIN","NC",0,4231000,0,3,4231000,3
"3896",7,"HEAVY RAIN","ND",5e+07,520000,1,0,50520000,1
"3897",7,"HEAVY RAIN","NE",733000,70000,0,0,803000,0
"3898",7,"HEAVY RAIN","NM",0,104000,1,5,104000,6
"3899",7,"HEAVY RAIN","NV",0,11200000,0,0,11200000,0
"3900",7,"HEAVY RAIN","NY",0,33000,0,4,33000,4
"3901",7,"HEAVY RAIN","OH",0,95000,0,0,95000,0
"3902",7,"HEAVY RAIN","PA",0,1000,0,0,1000,0
"3903",7,"HEAVY RAIN","PR",0,15000,0,0,15000,0
"3904",7,"HEAVY RAIN","SC",0,11000,0,0,11000,0
"3905",7,"HEAVY RAIN","SD",5e+06,5205000,0,0,10205000,0
"3906",7,"HEAVY RAIN","TN",0,150000,0,0,150000,0
"3907",7,"HEAVY RAIN","TX",3600000,561000,0,0,4161000,0
"3908",7,"HEAVY RAIN","UT",37000,215900,0,0,252900,0
"3909",7,"HEAVY RAIN","VA",0,2000,0,0,2000,0
"3910",7,"HEAVY RAIN","WA",640000,6000,0,0,646000,0
"3911",7,"HEAVY RAIN","WI",3000,292500,0,0,295500,0
"3912",7,"HEAVY RAIN","WV",0,41000,1,0,41000,1
"3913",7,"HIGH SURF","AK",0,7005000,0,0,7005000,0
"3914",7,"HIGH SURF","CA",0,70000,8,6,70000,14
"3915",7,"HIGH SURF","DE",0,0,0,55,0,55
"3916",7,"HIGH SURF","GU",0,0,1,1,0,2
"3917",7,"HIGH SURF","HI",0,500,0,2,500,2
"3918",7,"HIGH SURF","PR",0,0,1,0,0,1
"3919",7,"HIGH SURF","TN",0,1e+06,0,0,1e+06,0
"3920",7,"HIGH WIND","AL",0,595000,0,0,595000,0
"3921",7,"HIGH WIND","AR",0,10000,0,0,10000,0
"3922",7,"HIGH WIND","AS",50000,0,0,0,50000,0
"3923",7,"HIGH WIND","AZ",0,10000,0,0,10000,0
"3924",7,"HIGH WIND","CA",10000,12000,1,0,22000,1
"3925",7,"HIGH WIND","CO",5000,24000,0,1,29000,1
"3926",7,"HIGH WIND","FL",0,60000,1,1,60000,2
"3927",7,"HIGH WIND","GA",0,50,0,0,50,0
"3928",7,"HIGH WIND","GU",0,10000,0,0,10000,0
"3929",7,"HIGH WIND","IA",0,41000,0,0,41000,0
"3930",7,"HIGH WIND","ID",0,822000,0,3,822000,3
"3931",7,"HIGH WIND","IN",0,7000,0,0,7000,0
"3932",7,"HIGH WIND","KS",0,125000,0,2,125000,2
"3933",7,"HIGH WIND","MD",0,62000,0,0,62000,0
"3934",7,"HIGH WIND","MI",0,26000,0,0,26000,0
